Metadata_platename,Metadata_platenum,Metadata_well,Count_Nuclei,hc_Count_Nuclei_normalized,hc_Count_Nuclei_z_score,Row,Col,Compound Plate #,Chemical.Name,Treatments,Positive.control
MRMTRP32,12329,N14,336.5,428.727,0.01,N,14,32,BCC0087412,DRUG,no
MRMTRP1uM02,12385,J07,336.5,391.078,-0.275,J,7,2,Flufenamic acid,DRUG,no
MRMTRP35,12332,C09,336.5,369,-0.442,C,9,35,BCC0045402,DRUG,no
MRMTRP31,12328,K11,336.5,350.398,-0.583,K,11,31,BCC0036378,DRUG,no
MRMTRP1uM03,12387,P19,336.5,305.297,-0.924,P,19,3,DO 897/99,DRUG,no
MRMTRP1uM03,12387,F14,337,623.141,1.48,F,14,3,Alfacalcidol,DRUG,no
MRMTRP34,12331,H05,337,497.742,0.532,H,5,34,BCC0030721,DRUG,no
MRMTRP31,12328,H10,337,495.031,0.511,H,10,31,BCC0104603,DRUG,no
MRMTRP39,12400,F04,337,487.391,0.453,F,4,39,DMSO,EtBr,no
MRMTRP38,12335,E23,337,456.625,0.221,E,23,38,BCC0098352,DRUG,no
MRMTRP1uM01,12383,H17,337,450.82,0.177,H,17,1,Isonicotinamide,DRUG,no
MRMTRP10uM01,12384,C02,337,425.914,-0.012,C,2,1,STS,EtBr,no
MRMTRP08,12298,H23,337,393.008,-0.261,H,23,8,BCC0031390,DRUG,no
MRMTRP09,12299,L17,337,313.781,-0.86,L,17,9,BCC0041002,DRUG,no
MRMTRP43,12382,L06,337,275.273,-1.151,L,6,43,BCC0037466,DRUG,no
MRMTRP26,12319,L04,337.5,753.93,2.469,L,4,26,STS,EtBr,no
MRMTRP37,12334,F02,337.5,680.523,1.914,F,2,37,DMSO,EtBr,no
MRMTRP22,12316,P23,337.5,589.992,1.229,P,23,22,BCC0029892,DRUG,no
MRMTRP34,12331,D22,337.5,556.617,0.977,D,22,34,BCC0114776,DRUG,no
MRMTRP17,12398,P23,337.5,503.305,0.574,P,23,17,BCC0039443,DRUG,no
MRMTRP21,12315,N22,337.5,496.922,0.525,N,22,21,,DRUG,no
MRMTRP10,12300,L15,337.5,489.313,0.468,L,15,10,BCC0082732,DRUG,no
MRMTRP14,12397,G02,337.5,464.258,0.278,G,2,14,PAC,EtBr,no
MRMTRP10uM02,12386,C22,337.5,457.422,0.227,C,22,2,Nocodazole,DRUG,no
MRMTRP10uM02,12386,K04,337.5,453.492,0.197,K,4,2,STS,EtBr,no
MRMTRP16,12311,F15,337.5,427.453,0,F,15,16,BCC0077904,DRUG,no
MRMTRP37,12334,J10,337.5,424.547,-0.022,J,10,37,BCC0098044,DRUG,no
MRMTRP1uM02,12385,M13,337.5,423.258,-0.032,M,13,2,Minaprine dihydrochloride,DRUG,no
MRMTRP32,12329,D10,337.5,364.617,-0.475,D,10,32,BCC0039690,DRUG,no
MRMTRP09,12299,P07,337.5,-169.859,-4.517,P,7,9,BCC0090833,DRUG,no
MRMTRP24,12399,G15,338,440.383,0.098,G,15,24,BCC0040824,DRUG,no
MRMTRP20,12314,J01,338,426.219,-0.009,J,1,20,DMSO,DMSO,no
MRMTRP09,12299,E15,338,403.656,-0.18,E,15,9,BCC0037257,DRUG,no
MRMTRP22,12316,N10,338,273.156,-1.167,N,10,22,BCC0038017,DRUG,no
MRMTRP1uM01,12383,J12,338,233.836,-1.464,J,12,1,Empty,DRUG,no
MRMTRP09,12299,D04,338.5,568.602,1.067,D,4,9,STS,EtBr,no
MRMTRP34,12331,F09,338.5,467.047,0.299,F,9,34,BCC0114247,DRUG,no
MRMTRP1uM03,12387,C16,338.5,436.883,0.071,C,16,3,Lamivudine,DRUG,no
MRMTRP10uM04,12390,K17,338.5,417.242,-0.077,K,17,4,Tetrahydrozoline hydrochloride,DRUG,no
MRMTRP21,12315,P24,338.5,392.375,-0.265,P,24,21,,DRUG,no
MRMTRP41,12401,E17,338.5,392.281,-0.266,E,17,41,BCC0076057,DRUG,no
MRMTRP18,12312,C18,338.5,380.664,-0.354,C,18,18,BCC0095887,DRUG,no
MRMTRP17,12398,O23,338.5,345.273,-0.622,O,23,17,BCC0039798,DRUG,no
MRMTRP10,12300,A01,338.5,212.992,-1.622,A,1,10,DMSO,DMSO,no
MRMTRP18,12312,E21,339,599.648,1.302,E,21,18,BCC0030670,DRUG,no
MRMTRP1uM03,12387,J19,339,570.078,1.079,J,19,3,Mesoridazine besylate,DRUG,no
MRMTRP40,12336,A17,339,486.789,0.449,A,17,40,BCC0050143,DRUG,no
MRMTRP13,12303,H01,339,474.461,0.356,H,1,13,PAC,DMSO,no
MRMTRP31,12328,G05,339,460.063,0.247,G,5,31,BCC0047895,DRUG,no
MRMTRP40,12336,E12,339,442.484,0.114,E,12,40,BCC0097751,DRUG,no
MRMTRP10uM03,12388,D01,339,435.555,0.061,D,1,3,STS,DMSO,no
MRMTRP10,12300,G05,339,432.75,0.04,G,5,10,BCC0029981,DRUG,no
MRMTRP40,12336,K12,339,422.875,-0.035,K,12,40,BCC0099026,DRUG,no
MRMTRP10uM03,12388,C02,339,345.82,-0.617,C,2,3,STS,EtBr,no
MRMTRP10uM01,12384,M21,339,258.805,-1.275,M,21,1,Empty,DRUG,no
MRMTRP42,12381,F12,339,185.453,-1.83,F,12,42,BCC0040282,DRUG,no
MRMTRP27,12320,N10,339,134.164,-2.218,N,10,27,BCC0112582,DRUG,no
MRMTRP15,12304,M14,339.5,568.008,1.063,M,14,15,BCC0059500,DRUG,no
MRMTRP31,12328,L19,339.5,556.773,0.978,L,19,31,BCC0049379,DRUG,no
MRMTRP10uM04,12390,F02,339.5,552.25,0.944,F,2,4,DMSO,EtBr,no
MRMTRP10uM04,12390,M04,339.5,507.859,0.608,M,4,4,DMSO,EtBr,no
MRMTRP35,12332,L09,339.5,478.328,0.385,L,9,35,BCC0045920,DRUG,no
MRMTRP31,12328,E18,339.5,457.914,0.23,E,18,31,BCC0049541,DRUG,no
MRMTRP36,12333,C01,339.5,428.117,0.005,C,1,36,STS,DMSO,no
MRMTRP16,12311,E19,339.5,401.352,-0.197,E,19,16,BCC0067721,DRUG,no
MRMTRP32,12329,N15,339.5,394.469,-0.249,N,15,32,BCC0113381,DRUG,no
MRMTRP22,12316,J15,339.5,385.109,-0.32,J,15,22,BCC0032175,DRUG,no
MRMTRP32,12329,L11,339.5,369.93,-0.435,L,11,32,BCC0083562,DRUG,no
MRMTRP35,12332,K07,339.5,357.656,-0.528,K,7,35,BCC0086397,DRUG,no
MRMTRP19,12313,O10,339.5,191.883,-1.782,O,10,19,BCC0085596,DRUG,no
MRMTRP22,12316,J22,340,614.914,1.418,J,22,22,BCC0108598,DRUG,no
MRMTRP10uM05,12392,N19,340,483.539,0.424,N,19,5,Imiquimod,DRUG,no
MRMTRP10uM05,12392,P16,340,455.969,0.216,P,16,5,Triclabendazole,DRUG,no
MRMTRP10uM02,12386,H09,340,428.375,0.007,H,9,2,Nimesulide,DRUG,no
MRMTRP30,12327,M14,340,422.891,-0.035,M,14,30,BCC0039141,DRUG,no
MRMTRP40,12336,N09,340,404.617,-0.173,N,9,40,BCC0047773,DRUG,no
MRMTRP22,12316,A22,340,364.945,-0.473,A,22,22,BCC0090953,DRUG,no
MRMTRP10uM01,12384,K16,340,340.461,-0.658,K,16,1,GW 5074,DRUG,no
MRMTRP34,12331,B11,340,326.117,-0.766,B,11,34,BCC0069097,DRUG,no
MRMTRP10uM05,12392,L06,340,318.797,-0.822,L,6,5,Indinavir sulfate,DRUG,no
MRMTRP38,12335,A05,340,292.563,-1.02,A,5,38,BCC0050800,DRUG,no
MRMTRP1uM02,12385,M18,340,289.086,-1.046,M,18,2,Canrenoic acid potassium salt,DRUG,no
MRMTRP41,12401,M05,340,270.164,-1.19,M,5,41,BCC0092232,DRUG,no
MRMTRP42,12381,A04,340,198.156,-1.734,A,4,42,DMSO,EtBr,no
MRMTRP1uM01,12383,P23,340.5,578.828,1.145,P,23,1,Empty,DRUG,no
MRMTRP35,12332,G15,340.5,504.953,0.586,G,15,35,BCC0036817,DRUG,no
MRMTRP22,12316,J18,340.5,472.75,0.343,J,18,22,BCC0049946,DRUG,no
MRMTRP23,12317,H12,340.5,438.438,0.083,H,12,23,BCC0101211,DRUG,no
MRMTRP13,12303,H04,340.5,432.836,0.041,H,4,13,PAC,EtBr,no
MRMTRP10uM02,12386,L08,340.5,432.492,0.038,L,8,2,Glafenine hydrochloride,DRUG,no
MRMTRP36,12333,N19,340.5,424.258,-0.024,N,19,36,BCC0088606,DRUG,no
MRMTRP16,12311,J05,340.5,404.438,-0.174,J,5,16,BCC0061497,DRUG,no
MRMTRP15,12304,I10,340.5,400.438,-0.204,I,10,15,BCC0053509,DRUG,no
MRMTRP33,12330,E06,340.5,372.719,-0.414,E,6,33,BCC0076823,DRUG,no
MRMTRP10uM01,12384,D16,340.5,324.07,-0.782,D,16,1,Empty,DRUG,no
MRMTRP31,12328,K06,340.5,316.297,-0.841,K,6,31,BCC0047790,DRUG,no
MRMTRP15,12304,N05,340.5,207.148,-1.666,N,5,15,BCC0064244,DRUG,no
MRMTRP10uM01,12384,B03,340.5,41.273,-2.921,B,3,1,DMSO,DMSO,no
MRMTRP30,12327,K17,341,591.641,1.242,K,17,30,BCC0058012,DRUG,no
MRMTRP16,12311,H02,341,535.945,0.821,H,2,16,PAC,EtBr,no
MRMTRP16,12311,L01,341,523.703,0.728,L,1,16,STS,DMSO,no
MRMTRP31,12328,B22,341,512.109,0.64,B,22,31,BCC0045109,DRUG,no
MRMTRP26,12319,G01,341,473.938,0.352,G,1,26,PAC,DMSO,no
MRMTRP33,12330,N15,341,457.766,0.229,N,15,33,BCC0069047,DRUG,no
MRMTRP17,12398,D22,341,453.313,0.196,D,22,17,BCC0052288,DRUG,no
MRMTRP36,12333,G16,341,440.828,0.101,G,16,36,BCC0052505,DRUG,no
MRMTRP33,12330,D12,341,438.328,0.082,D,12,33,BCC0079378,DRUG,no
MRMTRP10uM02,12386,I12,341,433.734,0.048,I,12,2,Perphenazine,DRUG,no
MRMTRP38,12335,F06,341,430.867,0.026,F,6,38,BCC0034360,DRUG,no
MRMTRP24,12399,K13,341,413.688,-0.104,K,13,24,BCC0103065,DRUG,no
MRMTRP30,12327,N09,341,348.633,-0.596,N,9,30,BCC0037684,DRUG,no
MRMTRP12,12302,P15,341,342.117,-0.645,P,15,12,BCC0034463,DRUG,no
MRMTRP1uM05,12391,J11,341,339.836,-0.663,J,11,5,Fluocinolone acetonide,DRUG,no
MRMTRP35,12332,O20,341,287.453,-1.059,O,20,35,BCC0071913,DRUG,no
MRMTRP11,12301,K11,341,208.625,-1.655,K,11,11,BCC0030645,DRUG,no
MRMTRP17,12398,K12,341,-37.492,-3.516,K,12,17,BCC0085847,DRUG,no
MRMTRP10uM05,12392,G20,341.5,533.781,0.804,G,20,5,Methicillin sodium,DRUG,no
MRMTRP36,12333,B23,341.5,478.281,0.384,B,23,36,BCC0039087,DRUG,no
MRMTRP27,12320,K22,341.5,435.93,0.064,K,22,27,BCC0093497,DRUG,no
MRMTRP34,12331,K20,341.5,430.859,0.026,K,20,34,BCC0030739,DRUG,no
MRMTRP1uM01,12383,L08,341.5,412.523,-0.113,L,8,1,Empty,DRUG,no
MRMTRP24,12399,M15,341.5,403.523,-0.181,M,15,24,BCC0040341,DRUG,no
MRMTRP41,12401,M21,341.5,381.086,-0.351,M,21,41,BCC0096979,DRUG,no
MRMTRP38,12335,G20,341.5,348.273,-0.599,G,20,38,BCC0032251,DRUG,no
MRMTRP43,12382,H08,341.5,278.016,-1.13,H,8,43,BCC0046297,DRUG,no
MRMTRP29,12322,N19,341.5,183.938,-1.842,N,19,29,BCC0110499,DRUG,no
MRMTRP08,12298,F06,341.5,132.117,-2.234,F,6,8,BCC0049752,DRUG,no
MRMTRP33,12330,I19,342,525.781,0.744,I,19,33,BCC0077810,DRUG,no
MRMTRP32,12329,L06,342,465.828,0.29,L,6,32,BCC0073555,DRUG,no
MRMTRP33,12330,L10,342,458.539,0.235,L,10,33,BCC0084029,DRUG,no
MRMTRP31,12328,B13,342,398.492,-0.219,B,13,31,BCC0034980,DRUG,no
MRMTRP24,12399,E02,342,363.281,-0.485,E,2,24,DMSO,EtBr,no
MRMTRP32,12329,N08,342,325.516,-0.771,N,8,32,BCC0062657,DRUG,no
MRMTRP16,12311,B04,342,324.797,-0.776,B,4,16,DMSO,EtBr,no
MRMTRP07,12297,F21,342,234.773,-1.457,F,21,7,BCC0091489,DRUG,no
MRMTRP28,12321,O03,342,193.938,-1.766,O,3,28,PAC,DMSO,no
MRMTRP10uM01,12384,H24,342.5,711.914,2.151,H,24,1,Empty,DRUG,no
MRMTRP11,12301,L02,342.5,628.781,1.523,L,2,11,STS,EtBr,no
MRMTRP10uM03,12388,L06,342.5,473.859,0.351,L,6,3,Fenipentol,DRUG,no
MRMTRP31,12328,L08,342.5,455.789,0.214,L,8,31,BCC0068089,DRUG,no
MRMTRP1uM05,12391,D08,342.5,452.523,0.19,D,8,5,Rizatriptan benzoate,DRUG,no
MRMTRP23,12317,L19,342.5,440.078,0.095,L,19,23,BCC0054215,DRUG,no
MRMTRP19,12313,B22,342.5,436.516,0.069,B,22,19,BCC0099302,DRUG,no
MRMTRP19,12313,N17,342.5,389.336,-0.288,N,17,19,BCC0035901,DRUG,no
MRMTRP36,12333,G11,342.5,360.813,-0.504,G,11,36,BCC0091153,DRUG,no
MRMTRP10uM03,12388,E23,343,604.367,1.338,E,23,3,Furosemide,DRUG,no
MRMTRP40,12336,M21,343,538.477,0.84,M,21,40,BCC0054192,DRUG,no
MRMTRP31,12328,E07,343,481.148,0.406,E,7,31,BCC0049977,DRUG,no
MRMTRP38,12335,G02,343,477.766,0.381,G,2,38,PAC,EtBr,no
MRMTRP1uM01,12383,G04,343,458.438,0.234,G,4,1,PAC,EtBr,no
MRMTRP1uM02,12385,L03,343,449.773,0.169,L,3,2,STS,DMSO,no
MRMTRP12,12302,D17,343,444.719,0.131,D,17,12,BCC0065534,DRUG,no
MRMTRP35,12332,N20,343,434.406,0.053,N,20,35,BCC0062170,DRUG,no
MRMTRP35,12332,H12,343,426.859,-0.004,H,12,35,BCC0060673,DRUG,no
MRMTRP10uM04,12390,I15,343,413.242,-0.107,I,15,4,Tramadol hydrochloride,DRUG,no
MRMTRP38,12335,N15,343,346.414,-0.613,N,15,38,BCC0053328,DRUG,no
MRMTRP39,12400,H16,343,334.516,-0.703,H,16,39,BCC0038528,DRUG,no
MRMTRP43,12382,J16,343,305.07,-0.926,J,16,43,BCC0079321,DRUG,no
MRMTRP13,12303,C19,343,237.867,-1.434,C,19,13,BCC0032218,DRUG,no
MRMTRP20,12314,B18,343,-41.547,-3.547,B,18,20,BCC0059021,DRUG,no
MRMTRP22,12316,J20,343.5,545.328,0.891,J,20,22,BCC0050351,DRUG,no
MRMTRP14,12397,N12,343.5,537.156,0.83,N,12,14,BCC0080663,DRUG,no
MRMTRP33,12330,E04,343.5,483.688,0.425,E,4,33,DMSO,EtBr,no
MRMTRP30,12327,M15,343.5,442.641,0.115,M,15,30,BCC0040044,DRUG,no
MRMTRP19,12313,E15,343.5,373.898,-0.405,E,15,19,BCC0102233,DRUG,no
MRMTRP1uM02,12385,O04,343.5,360.539,-0.506,O,4,2,PAC,EtBr,no
MRMTRP43,12382,H15,343.5,337.609,-0.679,H,15,43,BCC0039805,DRUG,no
MRMTRP10uM05,12392,H06,343.5,337.313,-0.682,H,6,5,Pidotimod,DRUG,no
MRMTRP08,12298,G14,343.5,309.195,-0.894,G,14,8,BCC0055834,DRUG,no
MRMTRP10uM05,12392,H13,343.5,264.875,-1.23,H,13,5,Enoxacin,DRUG,no
MRMTRP19,12313,D03,343.5,45.258,-2.891,D,3,19,STS,DMSO,no
MRMTRP16,12311,P18,344,625.477,1.498,P,18,16,BCC0064760,DRUG,no
MRMTRP29,12322,N23,344,505.75,0.592,N,23,29,BCC0033763,DRUG,no
MRMTRP30,12327,D14,344,470.563,0.326,D,14,30,BCC0074444,DRUG,no
MRMTRP31,12328,I13,344,464.617,0.281,I,13,31,BCC0093987,DRUG,no
MRMTRP22,12316,N19,344,449.633,0.168,N,19,22,BCC0114963,DRUG,no
MRMTRP40,12336,E10,344,435.867,0.064,E,10,40,BCC0065088,DRUG,no
MRMTRP24,12399,N13,344,432.156,0.036,N,13,24,BCC0095183,DRUG,no
MRMTRP33,12330,A18,344,422.305,-0.039,A,18,33,BCC0037453,DRUG,no
MRMTRP10uM02,12386,D07,344,414.391,-0.099,D,7,2,Tranylcypromine hydrochloride,DRUG,no
MRMTRP40,12336,N12,344,414.109,-0.101,N,12,40,BCC0098961,DRUG,no
MRMTRP35,12332,I05,344,408.781,-0.141,I,5,35,BCC0092244,DRUG,no
MRMTRP08,12298,J04,344,396.906,-0.231,J,4,8,DMSO,EtBr,no
MRMTRP39,12400,F23,344,382.914,-0.337,F,23,39,BCC0053087,DRUG,no
MRMTRP20,12314,E02,344,348.289,-0.599,E,2,20,DMSO,EtBr,no
MRMTRP36,12333,M18,344,344.68,-0.626,M,18,36,BCC0088717,DRUG,no
MRMTRP29,12322,K16,344,339.188,-0.668,K,16,29,BCC0093482,DRUG,no
MRMTRP28,12321,I18,344,132.898,-2.228,I,18,28,BCC0049048,DRUG,no
MRMTRP22,12316,P21,344.5,528.016,0.761,P,21,22,BCC0089668,DRUG,no
MRMTRP30,12327,C17,344.5,489.922,0.472,C,17,30,BCC0059226,DRUG,no
MRMTRP32,12329,K19,344.5,436.5,0.068,K,19,32,BCC0114797,DRUG,no
MRMTRP10uM05,12392,P14,344.5,433.563,0.046,P,14,5,Milnacipran hydrochloride,DRUG,no
MRMTRP31,12328,I11,344.5,427.32,-0.001,I,11,31,BCC0037478,DRUG,no
MRMTRP37,12334,I15,344.5,410.383,-0.129,I,15,37,BCC0042194,DRUG,no
MRMTRP09,12299,H08,344.5,363.633,-0.483,H,8,9,BCC0095727,DRUG,no
MRMTRP10uM03,12388,N14,344.5,348.25,-0.599,N,14,3,Racecadotril,DRUG,no
MRMTRP39,12400,I20,344.5,306.813,-0.912,I,20,39,BCC0055913,DRUG,no
MRMTRP33,12330,F09,345,632.695,1.552,F,9,33,BCC0084804,DRUG,no
MRMTRP24,12399,J13,345,464.422,0.28,J,13,24,BCC0103280,DRUG,no
MRMTRP18,12312,A22,345,463.359,0.272,A,22,18,BCC0032924,DRUG,no
MRMTRP1uM05,12391,H03,345,430.414,0.022,H,3,5,PAC,DMSO,no
MRMTRP31,12328,K09,345,415.313,-0.092,K,9,31,BCC0064563,DRUG,no
MRMTRP20,12314,M14,345,385.719,-0.316,M,14,20,BCC0048123,DRUG,no
MRMTRP08,12298,N04,345,167.766,-1.964,N,4,8,DMSO,EtBr,no
MRMTRP42,12381,A02,345,127.695,-2.267,A,2,42,DMSO,EtBr,no
MRMTRP12,12302,A01,345,76.898,-2.651,A,1,12,DMSO,DMSO,no
MRMTRP32,12329,I18,345.5,583.711,1.182,I,18,32,BCC0077246,DRUG,no
MRMTRP1uM04,12389,P03,345.5,576.828,1.13,P,3,4,PAC,DMSO,no
MRMTRP37,12334,H14,345.5,447.516,0.152,H,14,37,BCC0057458,DRUG,no
MRMTRP12,12302,N04,345.5,444.375,0.128,N,4,12,DMSO,EtBr,no
MRMTRP34,12331,L17,345.5,431.641,0.032,L,17,34,BCC0091403,DRUG,no
MRMTRP1uM03,12387,I09,345.5,429.195,0.013,I,9,3,Metergoline,DRUG,no
MRMTRP26,12319,N23,345.5,420.211,-0.055,N,23,26,BCC0110849,DRUG,no
MRMTRP30,12327,P22,345.5,396.867,-0.231,P,22,30,BCC0049905,DRUG,no
MRMTRP32,12329,G08,345.5,383.531,-0.332,G,8,32,BCC0061862,DRUG,no
MRMTRP31,12328,P19,345.5,351.789,-0.572,P,19,31,BCC0050141,DRUG,no
MRMTRP32,12329,D11,345.5,333.117,-0.713,D,11,32,BCC0078422,DRUG,no
MRMTRP10uM02,12386,E09,345.5,303.484,-0.938,E,9,2,Norethynodrel,DRUG,no
MRMTRP1uM03,12387,B09,345.5,287.586,-1.058,B,9,3,Benperidol,DRUG,no
MRMTRP43,12382,N22,345.5,263.5,-1.24,N,22,43,BCC0039616,DRUG,no
MRMTRP26,12319,O12,345.5,28.289,-3.019,O,12,26,BCC0069442,DRUG,no
MRMTRP10uM04,12390,P23,346,719.844,2.211,P,23,4,Iopamidol,DRUG,no
MRMTRP16,12311,F12,346,536.719,0.826,F,12,16,BCC0030306,DRUG,no
MRMTRP40,12336,B19,346,467.977,0.306,B,19,40,BCC0055450,DRUG,no
MRMTRP10uM02,12386,N16,346,454.992,0.208,N,16,2,Oxytetracycline dihydrate,DRUG,no
MRMTRP30,12327,B08,346,446.75,0.146,B,8,30,BCC0054890,DRUG,no
MRMTRP26,12319,J18,346,408.016,-0.147,J,18,26,BCC0051329,DRUG,no
MRMTRP22,12316,J13,346,215.844,-1.6,J,13,22,BCC0092051,DRUG,no
MRMTRP25,12318,C20,346,179.258,-1.877,C,20,25,BCC0073967,DRUG,no
MRMTRP18,12312,L06,346,165.344,-1.982,L,6,18,BCC0101351,DRUG,no
MRMTRP17,12398,C16,346,155.867,-2.054,C,16,17,BCC0005810,DRUG,no
MRMTRP40,12336,D16,346.5,577.695,1.136,D,16,40,BCC0048625,DRUG,no
MRMTRP41,12401,J04,346.5,572.383,1.096,J,4,41,DMSO,EtBr,no
MRMTRP33,12330,K17,346.5,493.531,0.5,K,17,33,BCC0037509,DRUG,no
MRMTRP08,12298,H20,346.5,478.563,0.387,H,20,8,BCC0059263,DRUG,no
MRMTRP14,12397,H01,346.5,435.594,0.062,H,1,14,PAC,DMSO,no
MRMTRP15,12304,P12,346.5,432.203,0.036,P,12,15,BCC0006709,DRUG,no
MRMTRP35,12332,E09,346.5,421.703,-0.043,E,9,35,BCC0046196,DRUG,no
MRMTRP34,12331,C18,346.5,421.633,-0.044,C,18,34,BCC0093974,DRUG,no
MRMTRP41,12401,N19,346.5,410.359,-0.129,N,19,41,BCC0094375,DRUG,no
MRMTRP36,12333,J13,346.5,399.352,-0.213,J,13,36,BCC0084417,DRUG,no
MRMTRP31,12328,B08,346.5,373.414,-0.409,B,8,31,BCC0049341,DRUG,no
MRMTRP42,12381,I24,346.5,360.141,-0.509,I,24,42,BCC0032907,DRUG,no
MRMTRP10uM05,12392,O17,346.5,312.289,-0.871,O,17,5,Methyldopate hydrochloride,DRUG,no
MRMTRP19,12313,G11,346.5,189.641,-1.799,G,11,19,BCC0085658,DRUG,no
MRMTRP22,12316,L11,346.5,140.172,-2.173,L,11,22,BCC0071320,DRUG,no
MRMTRP11,12301,H02,347,561.094,1.011,H,2,11,PAC,EtBr,no
MRMTRP15,12304,L21,347,547.922,0.911,L,21,15,BCC0047914,DRUG,no
MRMTRP33,12330,K18,347,547.82,0.91,K,18,33,BCC0037279,DRUG,no
MRMTRP10uM04,12390,F16,347,546.563,0.901,F,16,4,S-(+)-ibuprofen,DRUG,no
MRMTRP34,12331,H13,347,490.305,0.475,H,13,34,BCC0071975,DRUG,no
MRMTRP40,12336,C15,347,457.43,0.227,C,15,40,BCC0050242,DRUG,no
MRMTRP10uM03,12388,J10,347,452.539,0.19,J,10,3,Butenafine Hydrochloride,DRUG,no
MRMTRP36,12333,K21,347,429.641,0.017,K,21,36,BCC0048108,DRUG,no
MRMTRP22,12316,N14,347,426.227,-0.009,N,14,22,BCC0032025,DRUG,no
MRMTRP43,12382,D01,347,421.914,-0.042,D,1,43,STS,DMSO,no
MRMTRP30,12327,N17,347,420.297,-0.054,N,17,30,BCC0053384,DRUG,no
MRMTRP10uM02,12386,E01,347,398.5,-0.219,E,1,2,DMSO,DMSO,no
MRMTRP1uM02,12385,P17,347,396.227,-0.236,P,17,2,Lomefloxacin hydrochloride,DRUG,no
MRMTRP14,12397,L03,347,386.125,-0.313,L,3,14,STS,DMSO,no
MRMTRP30,12327,A06,347,370.484,-0.431,A,6,30,BCC0032705,DRUG,no
MRMTRP10uM05,12392,E19,347,339.883,-0.662,E,19,5,Chlormadinone acetate,DRUG,no
MRMTRP43,12382,H17,347,331.125,-0.729,H,17,43,BCC0037883,DRUG,no
MRMTRP14,12397,O18,347,312.055,-0.873,O,18,14,BCC0057865,DRUG,no
MRMTRP1uM02,12385,D08,347,282.625,-1.095,D,8,2,Norethindrone,DRUG,no
MRMTRP10uM01,12384,D21,347,261.023,-1.259,D,21,1,Piceatannol,DRUG,no
MRMTRP29,12322,A02,347,210.164,-1.643,A,2,29,DMSO,EtBr,no
MRMTRP33,12330,K22,347.5,573.234,1.103,K,22,33,BCC0074000,DRUG,no
MRMTRP25,12318,E02,347.5,494.93,0.51,E,2,25,DMSO,EtBr,no
MRMTRP35,12332,G18,347.5,494.664,0.508,G,18,35,BCC0095783,DRUG,no
MRMTRP10uM05,12392,I14,347.5,485.125,0.436,I,14,5,D-cycloserine,DRUG,no
MRMTRP24,12399,M23,347.5,467.992,0.307,M,23,24,BCC0063004,DRUG,no
MRMTRP41,12401,G11,347.5,446.5,0.144,G,11,41,BCC0110135,DRUG,no
MRMTRP1uM04,12389,B06,347.5,430.297,0.022,B,6,4,Bemegride,DRUG,no
MRMTRP18,12312,K02,347.5,429.586,0.016,K,2,18,STS,EtBr,no
MRMTRP22,12316,L15,347.5,404.172,-0.176,L,15,22,BCC0031777,DRUG,no
MRMTRP32,12329,H11,347.5,400.93,-0.201,H,11,32,BCC0081118,DRUG,no
MRMTRP34,12331,I11,347.5,384.508,-0.325,I,11,34,BCC0030803,DRUG,no
MRMTRP32,12329,C06,347.5,347.813,-0.602,C,6,32,BCC0073937,DRUG,no
MRMTRP24,12399,G05,347.5,324.992,-0.775,G,5,24,BCC0085940,DRUG,no
MRMTRP23,12317,K06,347.5,309.367,-0.893,K,6,23,BCC0036568,DRUG,no
MRMTRP1uM02,12385,O02,347.5,258.992,-1.274,O,2,2,PAC,EtBr,no
MRMTRP38,12335,O11,347.5,148.766,-2.108,O,11,38,BCC0054665,DRUG,no
MRMTRP10uM01,12384,N15,347.5,104.039,-2.446,N,15,1,Empty,DRUG,no
MRMTRP1uM03,12387,D04,348,649.117,1.676,D,4,3,STS,EtBr,no
MRMTRP10uM02,12386,K20,348,535.039,0.814,K,20,2,Cefotaxime sodium salt,DRUG,no
MRMTRP30,12327,K12,348,447.055,0.148,K,12,30,BCC0047991,DRUG,no
MRMTRP31,12328,B05,348,425.125,-0.018,B,5,31,BCC0049563,DRUG,no
MRMTRP1uM03,12387,H05,348,409.719,-0.134,H,5,3,Iohexol,DRUG,no
MRMTRP27,12320,N19,348,404.375,-0.175,N,19,27,BCC0106920,DRUG,no
MRMTRP10uM03,12388,M15,348,403.188,-0.184,M,15,3,Carbetapentane citrate,DRUG,no
MRMTRP33,12330,N13,348,386.969,-0.306,N,13,33,BCC0107886,DRUG,no
MRMTRP10uM03,12388,P16,348,381.203,-0.35,P,16,3,Levetiracetam,DRUG,no
MRMTRP43,12382,I22,348,306.906,-0.912,I,22,43,BCC0041713,DRUG,no
MRMTRP22,12316,J10,348,306.141,-0.917,J,10,22,BCC0038056,DRUG,no
MRMTRP10uM05,12392,P03,348,299.305,-0.969,P,3,5,PAC,DMSO,no
MRMTRP13,12303,K01,348,289.711,-1.042,K,1,13,STS,DMSO,no
MRMTRP20,12314,K11,348,242.578,-1.398,K,11,20,BCC0036547,DRUG,no
MRMTRP34,12331,N17,348.5,456.5,0.22,N,17,34,BCC0100429,DRUG,no
MRMTRP40,12336,M13,348.5,431.227,0.029,M,13,40,BCC0067490,DRUG,no
MRMTRP10uM05,12392,N17,348.5,413.461,-0.106,N,17,5,Cilnidipine,DRUG,no
MRMTRP16,12311,D06,348.5,410.93,-0.125,D,6,16,BCC0089142,DRUG,no
